vm-aniello-storm-01,0,0,81383024,2
vm-aniello-storm-02,0,0,71344714,2
vm-aniello-storm-03,0,0,76495196,2
vm-aniello-storm-04,0,0,78410081,2
vm-aniello-storm-01,0,0,81123689,2
vm-aniello-storm-02,0,0,71339327,2
vm-aniello-storm-03,0,0,76010811,2
vm-aniello-storm-04,0,0,77247407,2
vm-aniello-storm-01,0,0,80805283,3
vm-aniello-storm-02,0,0,70537712,3
vm-aniello-storm-03,0,0,75915688,3
vm-aniello-storm-04,0,0,77269744,3
vm-aniello-storm-01,261,257,323550766,8
vm-aniello-storm-02,245,252,346785322,8
vm-aniello-storm-03,259,254,337355332,8
vm-aniello-storm-04,242,255,352054369,8
vm-aniello-storm-01,256,255,518082658,9
vm-aniello-storm-02,252,256,411501114,9
vm-aniello-storm-03,255,256,431800410,9
vm-aniello-storm-04,269,262,433600306,9
vm-aniello-storm-01,245,347,424275611,12
vm-aniello-storm-02,471,414,436351221,12
vm-aniello-storm-03,527,486,462845513,13
vm-aniello-storm-04,546,531,485747136,13
vm-aniello-storm-01,524,529,640733574,18
vm-aniello-storm-02,501,523,638535402,15
vm-aniello-storm-03,525,523,662911557,16
vm-aniello-storm-04,539,534,750606442,20
vm-aniello-storm-01,501,518,893007599,22
vm-aniello-storm-02,533,521,690568105,17
vm-aniello-storm-03,504,502,707981976,17
vm-aniello-storm-04,519,501,946460580,25
vm-aniello-storm-01,824,798,1134019679,29
vm-aniello-storm-02,774,793,837402980,21
vm-aniello-storm-03,797,804,875065876,22
vm-aniello-storm-04,783,785,1239207730,35
vm-aniello-storm-01,804,794,1355509477,29
vm-aniello-storm-02,779,793,994574878,21
vm-aniello-storm-03,781,788,1006843454,22
vm-aniello-storm-04,795,800,1511429596,35
vm-aniello-storm-01,965,1000,1376469787,33
vm-aniello-storm-02,1046,1027,1024460798,25
vm-aniello-storm-03,1045,1056,1056434072,26
vm-aniello-storm-04,1076,1062,1550677564,37
vm-aniello-storm-01,1054,1063,1501367463,32
vm-aniello-storm-02,1029,1059,1167046244,27
vm-aniello-storm-03,1061,1061,1220256815,28
vm-aniello-storm-04,1081,1063,1593239589,33
vm-aniello-storm-01,1050,1004,1437293094,38
vm-aniello-storm-02,849,972,1240111449,29
vm-aniello-storm-03,916,912,1237078820,30
vm-aniello-storm-04,1025,879,1504801076,43
vm-aniello-storm-01,1310,1316,1829838086,42
vm-aniello-storm-02,1329,1299,1380769797,33
vm-aniello-storm-03,1305,1329,1422147856,35
vm-aniello-storm-04,1373,1337,2009427534,46
vm-aniello-storm-01,1382,1349,1920890973,40
vm-aniello-storm-02,1315,1334,1523214396,33
vm-aniello-storm-03,1336,1327,1571325825,35
vm-aniello-storm-04,1328,1323,1946880427,43
vm-aniello-storm-01,1611,1611,1876139530,44
vm-aniello-storm-02,1593,1612,1571181384,37
vm-aniello-storm-03,1645,1617,1654224397,39
vm-aniello-storm-04,1617,1622,2008266436,47
vm-aniello-storm-01,1647,1610,2129720391,50
vm-aniello-storm-02,1612,1613,1819657919,39
vm-aniello-storm-03,1573,1606,1865974648,40
vm-aniello-storm-04,1576,1609,2378109191,51
vm-aniello-storm-01,1742,1623,2199091648,46
vm-aniello-storm-02,1510,1761,1771080692,42
vm-aniello-storm-03,1752,1872,1843759143,44
vm-aniello-storm-04,1900,1877,2258644160,46
vm-aniello-storm-01,1859,1877,2077147993,46
vm-aniello-storm-02,1880,1891,2036325614,45
vm-aniello-storm-03,1905,1886,2118128051,46
vm-aniello-storm-04,1857,1878,2163449760,44
vm-aniello-storm-01,1828,1647,2102757403,48
vm-aniello-storm-02,1404,1547,2000535816,47
vm-aniello-storm-03,1399,1448,2075581040,48
vm-aniello-storm-04,1511,1674,2038289761,48
vm-aniello-storm-01,2140,2155,2237070636,52
vm-aniello-storm-02,2169,2163,2196962487,52
vm-aniello-storm-03,2174,2134,2280131375,53
vm-aniello-storm-04,2167,2159,2249752255,52
vm-aniello-storm-01,2147,2161,2422196236,53
vm-aniello-storm-02,2192,2163,2398146959,52
vm-aniello-storm-03,2142,2117,2402935776,54
vm-aniello-storm-04,1743,1972,2321836007,53
vm-aniello-storm-01,2391,2411,2468272148,58
vm-aniello-storm-02,2454,2405,2436307219,58
vm-aniello-storm-03,2389,2396,2491844095,59
vm-aniello-storm-04,2404,2392,2490526652,58
vm-aniello-storm-01,2392,2415,2701559488,58
vm-aniello-storm-02,2446,2426,2673353392,57
