vm-aniello-storm-03,2448,2414,2690053212,59
vm-aniello-storm-04,2408,2417,2772798288,59
vm-aniello-storm-01,2629,2701,2661779765,61
vm-aniello-storm-02,2732,2681,2615024826,61
vm-aniello-storm-03,2667,2712,2651332956,62
vm-aniello-storm-04,2732,2729,2724670936,63
vm-aniello-storm-01,2665,2690,2807340400,64
vm-aniello-storm-02,2690,2686,2770018810,59
vm-aniello-storm-03,2716,2671,2851975055,64
vm-aniello-storm-04,2651,2684,2825981754,61
vm-aniello-storm-01,2686,2698,2965567400,65
vm-aniello-storm-02,2693,2598,2864527372,64
vm-aniello-storm-03,2509,2446,3013901364,66
vm-aniello-storm-04,2674,2293,2968245934,65
vm-aniello-storm-01,2957,2968,2986465246,70
vm-aniello-storm-02,2966,2981,2936345878,68
vm-aniello-storm-03,3007,2980,3054244759,70
vm-aniello-storm-04,2973,2974,3026511055,70
vm-aniello-storm-01,2939,2964,3240435059,69
vm-aniello-storm-02,2976,2972,3202323180,68
vm-aniello-storm-03,2996,2991,3286110782,70
vm-aniello-storm-04,3012,2984,3250276957,70
vm-aniello-storm-01,2716,2923,3160284385,73
vm-aniello-storm-02,3301,3100,3095265627,71
vm-aniello-storm-03,3241,3223,3163920964,76
vm-aniello-storm-04,3268,3243,3187406054,75
vm-aniello-storm-01,3244,3240,3293140135,72
vm-aniello-storm-02,3242,3252,3285807120,72
vm-aniello-storm-03,3252,3235,3328049722,74
vm-aniello-storm-04,3238,3234,3379389618,74
vm-aniello-storm-01,3239,3229,3476369211,76
vm-aniello-storm-02,3274,3234,3440727870,75
vm-aniello-storm-03,3178,3073,3493592029,76
vm-aniello-storm-04,3206,2908,3539835132,76
vm-aniello-storm-01,3500,3517,3497838587,81
vm-aniello-storm-02,3514,3511,3428978731,80
vm-aniello-storm-03,3520,3516,3519321758,81
vm-aniello-storm-04,3492,3509,3497032819,81
vm-aniello-storm-01,3496,3468,3792441976,80
vm-aniello-storm-02,3502,3499,3712396763,77
vm-aniello-storm-03,3492,3513,3764858201,79
vm-aniello-storm-04,3546,3501,3794297764,79
vm-aniello-storm-01,2897,3010,3654186854,81
vm-aniello-storm-02,3540,3210,3567905366,81
vm-aniello-storm-03,3571,3438,3651921340,82
vm-aniello-storm-04,3198,3675,3657869118,81
vm-aniello-storm-01,3683,3686,3794403503,81
vm-aniello-storm-02,3690,3699,3732450318,81
vm-aniello-storm-03,3682,3700,3781310974,82
vm-aniello-storm-04,3703,3720,3845532056,81
vm-aniello-storm-01,3740,3726,3989886317,81
vm-aniello-storm-02,3759,3698,3833861130,81
vm-aniello-storm-03,3555,3510,3850371600,82
vm-aniello-storm-04,3179,3316,3892361680,81
vm-aniello-storm-01,3968,3976,3983202571,81
vm-aniello-storm-02,3988,3983,3883459675,81
vm-aniello-storm-03,3983,3992,4006267759,82
vm-aniello-storm-04,3984,3970,4003925932,81
vm-aniello-storm-01,3978,3956,4228376264,80
vm-aniello-storm-02,3940,3964,4165875904,81
vm-aniello-storm-03,3926,3932,4242301123,82
vm-aniello-storm-04,3999,3759,4308845060,80
vm-aniello-storm-01,3325,3070,3990022443,81
vm-aniello-storm-02,3567,3748,3947810964,81
vm-aniello-storm-03,3508,3947,4062928331,83
vm-aniello-storm-04,3875,3638,4112966346,81
vm-aniello-storm-01,6794,4622,4170802871,83
vm-aniello-storm-02,4195,4557,3993836647,80
vm-aniello-storm-03,2392,4590,4075813025,82
vm-aniello-storm-04,4048,4399,4105301536,80
vm-aniello-storm-01,8327,3707,5367746689,80
vm-aniello-storm-02,3157,5306,4173508286,77
vm-aniello-storm-03,5360,3305,4255980372,79
vm-aniello-storm-04,2929,4015,4139963341,80
vm-aniello-storm-01,1251,3675,5040676606,80
vm-aniello-storm-02,3276,4407,2823253711,81
vm-aniello-storm-03,4548,4813,4025705075,82
vm-aniello-storm-04,3868,4474,3480871908,81
vm-aniello-storm-01,7408,5209,4995881690,82
vm-aniello-storm-02,3790,5268,3680356549,80
vm-aniello-storm-03,2929,5183,3946070601,81
vm-aniello-storm-04,5212,5543,4012724391,81
vm-aniello-storm-01,7408,3785,5627608289,82
vm-aniello-storm-02,3148,3108,3906696231,80
vm-aniello-storm-03,3212,2862,3846555427,82
vm-aniello-storm-04,3629,2561,4310286068,82
